question,domain,topic
"A coding system assigns each word a number equal to three times its letter count. What number will be assigned to the word PLACEMENT?",Aptitude,Coding-Decoding
"Find the next term in the series: 3, 7, 15, 31, 63, ?",Aptitude,Number Series
"Identify the missing number in the sequence: 5, 11, 23, 47, ?, 191",Aptitude,Number Series
"Which number will replace the question mark: 2, 6, 12, 20, 30, ?",Aptitude,Number Series
"Complete the series: 121, 144, 169, 196, ?",Aptitude,Number Series
"Find the wrong term in the sequence: 4, 9, 19, 39, 80, 159",Aptitude,Number Series
"What number comes next in the pattern: 1, 4, 27, 256, ?",Aptitude,Number Series
"Determine the missing figure in the series: 8, 24, 12, 36, 18, ?",Aptitude,Number Series
"Continue the pattern: 100, 92, 83, 73, 62, ?",Aptitude,Number Series
"Find the value that replaces the question mark: 7, 14, 28, 56, ?",Aptitude,Number Series
"Which number does not belong to the series: 11, 13, 17, 19, 21, 23",Aptitude,Number Series
"Fill in the blank in the sequence: 0, 3, 8, 15, 24, ?",Aptitude,Number Series
"Identify the next two terms of the sequence: 2, 3, 5, 8, 13, 21, ?",Aptitude,Number Series
"Find the next group of letters in the series: AZ, BY, CX, DW, ?",Aptitude,Letter Series
"Complete the letter series: ABD, DGK, HMS, MTB, ?",Aptitude,Letter Series
"Which set comes next in the sequence: JAK, KBL, LCM, MDN, ?",Aptitude,Letter Series
"Identify the missing term in the series: Z, W, T, Q, ?",Aptitude,Letter Series
"What follows in the sequence: ACE, BDF, CEG, ?",Aptitude,Letter Series
"Fill in the blank in the series: B, D, G, K, ?",Aptitude,Letter Series
"Find the odd group out among ADG, BEH, CFI and DHK.",Aptitude,Letter Series
"Continue the alphabetical pattern: PQ, RS, TU, VW, ?",Aptitude,Letter Series
"Which letter pair completes the series: AC, FH, KM, PR, ?",Aptitude,Letter Series
"Determine the missing letters in the sequence a _ bb _ baa _ bbb _ aab.",Aptitude,Letter Series
"Doctor is to Hospital as Teacher is to which place?",Aptitude,Analogies
"Complete the analogy: Pen is to Write as Knife is to what?",Aptitude,Analogies
"Bird relates to Nest in the same way as Bee relates to which word?",Aptitude,Analogies
"Hunger is related to Food in the same way as Thirst is related to what?",Aptitude,Analogies
"Identify the numerical relationship and complete: 8 : 64 as 11 : ?",Aptitude,Analogies
"Carpenter is to Wood as Blacksmith is to which material?",Aptitude,Analogies
"Choose the word that completes the pair: Ocean is to Water as Desert is to what?",Aptitude,Analogies
"Book is to Author as Painting is to which person?",Aptitude,Analogies
"Find the missing term: CAT is to DBU as DOG is to what?",Aptitude,Analogies
"Thermometer is to Temperature as Barometer is to which quantity?",Aptitude,Analogies
"Pointing to a photograph a man said, 'She is the daughter of my grandfather's only son.' How is the woman related to him?",Aptitude,Blood Relations
"A is the brother of B, B is the sister of C, and C is the father of D. How is D related to A?",Aptitude,Blood Relations
"Introducing a lady, Rahul said, 'Her husband is the only son of my mother.' How is the lady related to Rahul?",Aptitude,Blood Relations
"If P + Q means P is the father of Q and P - Q means P is the wife of Q, then what does the expression A + B - C indicate?",Aptitude,Blood Relations
"Ravi's mother is the only daughter of Suresh's father. How is Suresh related to Ravi?",Aptitude,Blood Relations
"Anita said, 'This boy is the son of the only son of my grandfather.' How is the boy related to Anita?",Aptitude,Blood Relations
"X is the maternal uncle of Y, who is the daughter of Z. How is Z related to X?",Aptitude,Blood Relations
"Pointing to a man in a group photograph a woman said, 'His mother's only daughter is my mother.' What is the man to the woman?",Aptitude,Blood Relations
"A is the son of B, C is the daughter of B and D is the brother of C. How is D related to A?",Aptitude,Blood Relations
"Deepak's father's sister's husband is Rakesh. How is Rakesh related to Deepak?",Aptitude,Blood Relations
"In a family M is the wife of N and they have two children P and Q. If R is the son of P, how is R related to N?",Aptitude,Blood Relations
"Given that 'A x B' means A is the mother of B and 'A / B' means A is the brother of B, interpret the expression K x L / M.",Aptitude,Blood Relations
"A man walks 5 km north, turns right and walks 3 km, then turns right again and walks 5 km. How far is he from the starting point?",Aptitude,Direction Sense
"Starting from his house Anil cycles 10 km east, then 6 km south and then 4 km west. In which direction is he now from his house?",Aptitude,Direction Sense
"A person facing south turns 135 degrees clockwise and then 45 degrees anticlockwise. Which direction is he facing now?",Aptitude,Direction Sense
"Two friends start from the same point; one goes 8 km north and the other 6 km east. Find the shortest distance between them.",Aptitude,Direction Sense
"Ramesh walks 20 m towards the north, turns left and walks 30 m, then turns left again and walks 20 m. Which direction is he facing at the end?",Aptitude,Direction Sense
"At sunrise a boy walks with his shadow falling exactly behind him. In which direction is he walking?",Aptitude,Direction Sense
"A car travels 12 km towards west, takes a left turn and covers 9 km, then takes another left and moves 12 km. Determine its distance from the starting point.",Aptitude,Direction Sense
"If south-east becomes north, north-east becomes west and the other directions change accordingly, what will west become?",Aptitude,Direction Sense
"A postman starts from the post office, goes 4 km north, 3 km east, 4 km south and 5 km west. How far is he from the post office?",Aptitude,Direction Sense
"Walking 15 m towards east a man turns right and walks 20 m, then turns right again and walks 15 m. How far and in which direction is he from his original position?",Aptitude,Direction Sense
"Statements: All pens are books. All books are papers. Conclusions: I. All pens are papers. II. Some papers are pens. Which conclusion follows?",Aptitude,Syllogisms
"Statements: Some doctors are engineers. All engineers are graduates. Determine which conclusions logically follow from these statements.",Aptitude,Syllogisms
"Statements: No cat is a dog. All dogs are animals. Examine whether the conclusion that some animals are not cats follows.",Aptitude,Syllogisms
"Statements: All flowers are red. Some red things are soft. Decide whether the conclusion that some flowers are soft follows.",Aptitude,Syllogisms
"Statements: Every student in the class passed the test. Rahul is a student of that class. What can be concluded about Rahul?",Aptitude,Syllogisms
"Statements: Some machines are tools. No tool is a toy. Assess the validity of the conclusion that no machine is a toy.",Aptitude,Syllogisms
"Statements: All mangoes are fruits. Some fruits are sour. Conclusions: I. Some mangoes are sour. II. All fruits are mangoes. State which follows.",Aptitude,Syllogisms
"Statements: Only a few managers are leaders. All leaders are motivators. Identify the conclusion that definitely follows.",Aptitude,Syllogisms
"Statements: No book is a pencil. Some pencils are erasers. Check whether the conclusion that some erasers are not books is valid.",Aptitude,Syllogisms
"Statements: All squares are rectangles. All rectangles are quadrilaterals. Which statement about squares must necessarily be true?",Aptitude,Syllogisms
"Eight friends are seated around a circular table facing the centre. If A sits second to the left of B and C sits opposite A, determine C's position with respect to B.",Aptitude,Seating Arrangement
"Five boys sit in a row where P is to the right of Q, R is to the left of Q but to the right of S, and T is to the right of P. Who is sitting in the middle?",Aptitude,Seating Arrangement
"Six people sit in two rows of three each facing one another. Given that X faces Y and Z sits at one end, find who sits opposite Z.",Aptitude,Seating Arrangement
"Seven students stand in a queue facing north. If M is fourth from the left end and N is third from the right, how many students stand between them?",Aptitude,Seating Arrangement
"Four couples are seated around a rectangular table with two persons on each side. Establish who sits diagonally opposite the host.",Aptitude,Seating Arrangement
"Ten persons sit in a circle facing outward and one person sits third to the right of another. Explain how their relative position changes if all of them turn to face the centre.",Aptitude,Seating Arrangement
"Five friends A, B, C, D and E sit on a bench. C is between A and D, B is at the extreme left and E is to the immediate right of A. Who occupies the extreme right position?",Aptitude,Seating Arrangement
"Eight executives attend a meeting seated around a square table with two on each side. Determine who sits fourth to the left of the chairperson.",Aptitude,Seating Arrangement
"Six students are seated in a row facing south. If the student at the extreme left is shifted to the extreme right, what will be the new position of the one who was third from the right?",Aptitude,Seating Arrangement
"Nine friends are seated in three rows of three each. Using the given clues about the corner seats, identify the person seated at the centre.",Aptitude,Seating Arrangement
"In a row of chairs all facing east, the person seated in the middle has three people on his left. Find the total number of persons in the row.",Aptitude,Seating Arrangement
"Five members of a panel sit in a straight line facing the audience. If the chairman must occupy the centre seat and two particular members must sit at the ends, describe the possible arrangements.",Aptitude,Seating Arrangement
"In a class of 45 students Rohit ranks 12th from the top. What is his rank from the bottom?",Aptitude,Ranking
"In a row of boys Kiran is 7th from the left and 11th from the right. Find the total number of boys in the row.",Aptitude,Ranking
"Meera is 15th from the top and 20th from the bottom in a merit list. How many candidates are there in total?",Aptitude,Ranking
"In a queue a person is 9th from the front and 14 people stand behind him. Determine his position from the rear.",Aptitude,Ranking
"Among five students of different heights, A is taller than B but shorter than C, and D is the shortest. Who is the second tallest if E is taller than C?",Aptitude,Ranking
"Suresh ranked 18th from the top among the students who passed an examination. If 25 students failed out of 60 candidates, find his rank from the bottom.",Aptitude,Ranking
"Five friends compare their weights; P is heavier than Q, R is lighter than S but heavier than P, and S is lighter than T. Who is the heaviest?",Aptitude,Ranking
"In a row of 30 children Anu is 8th from the right. If she shifts four places towards the left, what becomes her position from the left end?",Aptitude,Ranking
"Ravi is 10 ranks ahead of Manoj in a class of 50 students. If Manoj is 30th from the top, find Ravi's rank from the bottom.",Aptitude,Ranking
"Four books are stacked one above another; the physics book lies immediately above the chemistry book and below the maths book, while biology is above maths. Which book lies at the bottom?",Aptitude,Ranking
"All the students who attended the workshop received certificates. Vinay received a certificate. What can be logically deduced about Vinay?",Aptitude,Logical Deduction
"If every employee who works overtime is paid a bonus and Sneha was not paid a bonus, what conclusion can be drawn about Sneha?",Aptitude,Logical Deduction
"Given that no member of the committee is below 30 years of age and Arun is 26, deduce whether Arun can be a member.",Aptitude,Logical Deduction
"Either the train is delayed or the passengers have already boarded. The passengers have not boarded. What logically follows?",Aptitude,Logical Deduction
"In a company only graduates are eligible for promotion and all promoted staff receive a car allowance. What can be inferred about a person receiving a car allowance?",Aptitude,Logical Deduction
"If it rains the match will be cancelled. The match was not cancelled. What can be concluded about the weather?",Aptitude,Logical Deduction
"Some of the shortlisted candidates are engineers and all engineers in the list cleared the aptitude test. Deduce what must be true of the shortlisted engineers.",Aptitude,Logical Deduction
"All the keys kept in the drawer open the main gate. The key in my pocket does not open the main gate. What can be concluded about that key?",Aptitude,Logical Deduction
"Statement: The government has increased the subsidy on fertilisers. Conclusion: Farmers will benefit from the decision. Decide whether the conclusion follows.",Aptitude,Statement and Conclusion
"Statement: Many passengers were stranded as the airline cancelled flights due to fog. Conclusion I: Fog affects flight operations. Conclusion II: Airlines never plan for bad weather. Which conclusion follows?",Aptitude,Statement and Conclusion
"Statement: The company has decided to conduct training sessions for all new recruits. Conclusion: The new recruits lack the required skills. Examine whether this conclusion is valid.",Aptitude,Statement and Conclusion
"Statement: Prices of vegetables have doubled in the city over the last month. Conclusion: Supply from the neighbouring districts has been disrupted. Does the conclusion follow?",Aptitude,Statement and Conclusion
"Statement: A notice in the college requires students to carry identity cards at all times. Conclusion: Security on the campus is being tightened. Assess the conclusion.",Aptitude,Statement and Conclusion
"Statement: The literacy rate in the state has risen sharply over the last decade. Conclusion I: Educational schemes have been effective. Conclusion II: The population has declined. Which conclusion follows?",Aptitude,Statement and Conclusion
"Statement: Despite heavy investment the start-up shut down within two years. Conclusion: Investment alone does not guarantee business success. Is the conclusion justified?",Aptitude,Statement and Conclusion
"Statement: The municipality has banned plastic carry bags in the market area. Conclusion: Shopkeepers will look for alternative packaging material. State whether the conclusion follows.",Aptitude,Statement and Conclusion
"Statement: The bus fare has been revised upward after a gap of five years. Conclusion: The operating costs of the transport corporation have increased. Evaluate this conclusion.",Aptitude,Statement and Conclusion
"Statement: Several employees applied for voluntary retirement this year. Conclusion I: The organisation is facing financial trouble. Conclusion II: The scheme was attractive. Which of these follows?",Aptitude,Statement and Conclusion
"Statement: The college has advised students to reach the examination hall thirty minutes early. Assumption: Students will comply with the instruction. Is the assumption implicit?",Aptitude,Statement and Assumption
"Statement: An advertisement claims guaranteed next-day delivery by a courier service. Assumption: People value speedy delivery. Determine whether the assumption is implicit.",Aptitude,Statement and Assumption
"Statement: The government has launched an online portal for filing complaints. Assumption: Citizens have access to the internet. Decide whether this assumption is implicit.",Aptitude,Statement and Assumption
"Statement: A company advertises a vacancy in a regional newspaper. Assumption: Suitable candidates read that newspaper. Is the assumption implied?",Aptitude,Statement and Assumption
"Statement: The school has decided to hold classes in two shifts. Assumption: There is a shortage of classrooms in the school. Examine whether the assumption holds.",Aptitude,Statement and Assumption
"Statement: A circular asks students to deposit fees before the tenth of the month to avoid a fine. Assumption: Students wish to avoid paying a fine. Is this assumption implicit?",Aptitude,Statement and Assumption
"Statement: The hospital has installed a token system at the outpatient counter. Assumption: Patients were facing difficulty because of crowding. Assess whether the assumption is implicit.",Aptitude,Statement and Assumption
"Statement: A bank has extended its working hours during the festival season. Assumption: Customer footfall increases during festivals. Decide if the assumption follows.",Aptitude,Statement and Assumption
"What is the two-digit number? I. The sum of its digits is 9. II. The number is divisible by 9. Decide which statement is sufficient to answer.",Aptitude,Data Sufficiency
"How many days will A take to complete the work alone? I. A and B together finish it in 8 days. II. B is twice as efficient as A. Determine the sufficiency of the statements.",Aptitude,Data Sufficiency
"Find the age of the father. I. The ratio of the ages of the father and the son is 5 : 2. II. The son is 14 years old. Which statements are required?",Aptitude,Data Sufficiency
"What is the speed of the train? I. It crosses a pole in 12 seconds. II. The train is 240 m long. Judge whether the given data is sufficient.",Aptitude,Data Sufficiency
"Is x greater than y? I. x + 3 = y - 2. II. Both x and y are positive integers. State whether the statements answer the question.",Aptitude,Data Sufficiency
"What is the cost price of the article? I. It was sold at a profit of 20%. II. The selling price was Rs. 720. Which statement or statements suffice?",Aptitude,Data Sufficiency
"In which year was Ramesh born? I. He is 6 years older than his sister. II. His sister was born in 1998. Assess the data sufficiency.",Aptitude,Data Sufficiency
"What is the area of the rectangular plot? I. Its perimeter is 80 m. II. Its length is twice its breadth. Decide whether the given data suffices.",Aptitude,Data Sufficiency
"Who among the five friends scored the highest? I. P scored more than Q and R. II. S scored more than P but less than T. Determine the sufficiency of the data.",Aptitude,Data Sufficiency
"How much simple interest will be earned on the deposit? I. The rate of interest is 9% per annum. II. The amount was invested for 3 years. Judge whether the question can be answered.",Aptitude,Data Sufficiency
"Five friends live on different floors of a five-storey building. Using the given clues about who lives above whom, identify the person on the topmost floor.",Aptitude,Puzzles
"Six boxes of different colours are stacked one above the other. From the given conditions about their positions, determine which box lies immediately above the red box.",Aptitude,Puzzles
"Four persons born in different years pursue different professions. From the clues provided, work out who among them is the oldest.",Aptitude,Puzzles
"Seven employees visit the office on different days of a week. Based on the given information, find the day on which the manager visits.",Aptitude,Puzzles
"A person must cross a river with a wolf, a goat and a cabbage in a boat that carries only one item at a time. Describe the minimum number of trips required.",Aptitude,Puzzles
"Three friends buy different gadgets from different shops on different days. From the given clues, identify the gadget purchased on Wednesday.",Aptitude,Puzzles
"Five candidates are interviewed in five different time slots. Determine the slot allotted to the candidate interviewed immediately after the candidate from Delhi.",Aptitude,Puzzles
"A man has to measure exactly 4 litres of water using only a 3-litre jar and a 5-litre jar. Explain the sequence of steps required.",Aptitude,Puzzles
"Eight members of a family belonging to three generations are related in a certain manner. Using the clues given, establish how the youngest member is related to the eldest.",Aptitude,Puzzles
"Six students appear for examinations in different subjects in different months. From the given conditions, decide who appeared for the examination in March.",Aptitude,Puzzles
"Correct the sentence: Neither of the two candidates were selected for the final round.",Aptitude,Sentence Correction
"Rewrite the following correctly: He is one of those who always tries to help others.",Aptitude,Sentence Correction
"Identify and correct the mistake: The manager along with his team members are attending the conference.",Aptitude,Sentence Correction
"Correct the following sentence: She has been working here since five years.",Aptitude,Sentence Correction
"Point out the error and rewrite: Each of the participants have submitted their reports.",Aptitude,Sentence Correction
"Correct the usage in the sentence: I prefer coffee than tea in the morning.",Aptitude,Sentence Correction
"Correct the sentence: Scarcely had I entered the hall than the lights went off.",Aptitude,Sentence Correction
"Fix the grammatical error in the sentence: The teacher asked the students that why they were late.",Aptitude,Sentence Correction
"Correct the sentence: He returned back from Delhi yesterday night.",Aptitude,Sentence Correction
"Rewrite the following sentence correctly: If I would have known about the meeting, I would have attended it.",Aptitude,Sentence Correction
"Correct the error in the sentence: The quantity of applications received this year are higher than last year.",Aptitude,Sentence Correction
"Improve the sentence grammatically: Both the brothers does not agree with each other.",Aptitude,Sentence Correction
"Correct the sentence: She is senior than me by three years in this organisation.",Aptitude,Sentence Correction
"Rewrite with the correct verb form: The list of items were placed on the table.",Aptitude,Sentence Correction
"Improve the following sentence: The reason why he failed is because he did not prepare well.",Aptitude,Sentence Improvement
"Suggest a better construction for the sentence: In spite of he was ill, he attended the seminar.",Aptitude,Sentence Improvement
"Improve the expression: The committee has finally arrived to a decision.",Aptitude,Sentence Improvement
"Replace the incorrect phrase in the sentence: He was accused for stealing the documents.",Aptitude,Sentence Improvement
"Improve the sentence: The candidate was asked to explain about his previous project.",Aptitude,Sentence Improvement
"Suggest an improvement for the sentence: Being a rainy day, the match was postponed.",Aptitude,Sentence Improvement
"Improve the highlighted expression in the sentence: He is capable to handle difficult clients.",Aptitude,Sentence Improvement
"Rephrase for clarity: The new policy will effect all employees from next month.",Aptitude,Sentence Improvement
"Improve the following sentence: She told that she would join the company next week.",Aptitude,Sentence Improvement
"Suggest a better form of the sentence: Not only he lost his wallet but also his passport.",Aptitude,Sentence Improvement
"Improve the sentence: The meeting was postponed due to the reason of heavy rain.",Aptitude,Sentence Improvement
"Rephrase appropriately: He insisted to pay the bill for everyone.",Aptitude,Sentence Improvement
"Select the word nearest in meaning to the word ABATE.",Aptitude,Synonyms
"Which word is a synonym of METICULOUS as used to describe an employee's work?",Aptitude,Synonyms
"Find a word similar in meaning to BENEVOLENT as it appears in formal writing.",Aptitude,Synonyms
"Give the closest synonym for the word CANDID.",Aptitude,Synonyms
"State a word that conveys the same meaning as PRUDENT.",Aptitude,Synonyms
"Identify a synonym for the word AMBIGUOUS in the context of a contract clause.",Aptitude,Synonyms
"Which word carries the same meaning as TENACIOUS?",Aptitude,Synonyms
"Provide a synonym for the word LUCID as used to describe an explanation.",Aptitude,Synonyms
"Choose a word closest in meaning to OBSOLETE.",Aptitude,Synonyms
"Find the synonym of the word PLAUSIBLE.",Aptitude,Synonyms
"Which term best matches the meaning of the word FRUGAL?",Aptitude,Synonyms
"Give a word similar in meaning to ALLEVIATE.",Aptitude,Synonyms
"Select the word opposite in meaning to SCARCE.",Aptitude,Antonyms
"What is the antonym of the word TRANSPARENT when used in a business context?",Aptitude,Antonyms
"Find the word that is opposite in meaning to HUMBLE.",Aptitude,Antonyms
"Give the antonym of the word EXPAND as used in an economic report.",Aptitude,Antonyms
"Which word means the opposite of OPTIMISTIC?",Aptitude,Antonyms
"Identify the antonym of the word TEMPORARY.",Aptitude,Antonyms
"State a word opposite in meaning to GENEROUS.",Aptitude,Antonyms
"Choose the antonym of the word CONDEMN.",Aptitude,Antonyms
"Provide a word contrary in meaning to FEEBLE.",Aptitude,Antonyms
"Find the opposite of the word ARTIFICIAL.",Aptitude,Antonyms
"Give a word opposite in meaning to ACCELERATE.",Aptitude,Antonyms
"What would be the antonym of the word VAGUE in a technical report?",Aptitude,Antonyms
"Give the one-word substitute for a person who speaks several languages fluently.",Aptitude,Vocabulary
"Which term describes a system of government run by officials and administrators?",Aptitude,Vocabulary
"Provide a single word for the study of the origin and history of words.",Aptitude,Vocabulary
"Which word denotes a speech delivered without any prior preparation?",Aptitude,Vocabulary
"Use the word 'discreet' correctly in a sentence relating to workplace conversations.",Aptitude,Vocabulary
"Distinguish between the usage of the words 'stationary' and 'stationery' with suitable examples.",Aptitude,Vocabulary
"Give the one-word expression for a person who is unable to make up his mind quickly.",Aptitude,Vocabulary
"Explain the meaning of the idiom 'to cut corners' as it would be used in a project review.",Aptitude,Vocabulary
"What does the phrase 'a blessing in disguise' convey in everyday usage?",Aptitude,Vocabulary
"Supply an appropriate word for a decision that cannot be changed or reversed.",Aptitude,Vocabulary
"Rearrange the following sentences into a coherent paragraph: (A) The results surprised everyone. (B) A survey was conducted last year. (C) It covered ten thousand households. (D) The findings were published recently.",Aptitude,Para Jumbles
"Arrange the given sentences in a logical sequence to form a meaningful passage on the growth of e-commerce in small towns.",Aptitude,Para Jumbles
"The following four sentences describe the working of a recruitment drive. Put them in the correct order.",Aptitude,Para Jumbles
"Reorder the given sentences so that the paragraph on climate change reads logically.",Aptitude,Para Jumbles
"Identify the sentence that should come first when the given jumbled statements on time management are rearranged.",Aptitude,Para Jumbles
"Which sentence will occupy the last position when the given set of statements on interview preparation is arranged properly?",Aptitude,Para Jumbles
"Rearrange the jumbled sentences describing the life cycle of a start-up into a coherent paragraph.",Aptitude,Para Jumbles
"Put the following statements about the invention of the printing press into a meaningful sequence.",Aptitude,Para Jumbles
"The six sentences given below form a passage on urban migration when arranged correctly. Determine the correct order.",Aptitude,Para Jumbles
"From the jumbled sentences on the importance of soft skills, find the pair of sentences that must appear together.",Aptitude,Para Jumbles
"Arrange the following instructions for filling an application form in the proper sequence.",Aptitude,Para Jumbles
"Sequence the given sentences describing a scientific experiment so that the paragraph becomes logically connected.",Aptitude,Para Jumbles
"Read the passage on renewable energy adoption in rural India and state the author's main argument.",Aptitude,Reading Comprehension
"Based on the given passage about workplace automation, explain what the writer fears most.",Aptitude,Reading Comprehension
"The passage discusses the decline of traditional handicrafts. Identify the reason cited by the author for this decline.",Aptitude,Reading Comprehension
"After reading the passage on urban air pollution, determine which measure the author considers most effective.",Aptitude,Reading Comprehension
"In the given comprehension passage about online learning, what tone does the writer adopt towards technology?",Aptitude,Reading Comprehension
"Read the extract about the Indian monsoon and infer its impact on agricultural planning.",Aptitude,Reading Comprehension
"The passage describes the history of the postal system. Deduce what the author implies about modern communication.",Aptitude,Reading Comprehension
"From the given passage on employee motivation, identify the meaning of the word 'incentive' as used in the third paragraph.",Aptitude,Reading Comprehension
"Read the passage about a tiger conservation project and state which conclusion is best supported by it.",Aptitude,Reading Comprehension
"According to the passage on financial literacy, what is the primary obstacle faced by first-time investors?",Aptitude,Reading Comprehension
"The given passage compares two economic models. Summarise the distinction the author draws between them.",Aptitude,Reading Comprehension
"Based on the comprehension passage about space exploration, suggest an appropriate title for the passage.",Aptitude,Reading Comprehension
"Fill in the blank: The manager was not ______ with the quality of the report submitted by the intern.",Aptitude,Fill in the Blanks
"Complete the sentence with a suitable word: The new policy will come ______ effect from the first of April.",Aptitude,Fill in the Blanks
"Choose an appropriate word to complete the sentence: Despite repeated reminders he failed to ______ the assignment on time.",Aptitude,Fill in the Blanks
"Fill in the blanks with suitable prepositions: She has been working ______ this project ______ March.",Aptitude,Fill in the Blanks
"Insert the correct word: The two departments must ______ closely to meet the deadline.",Aptitude,Fill in the Blanks
"Complete the following sentence: The candidate's answers were so ______ that the panel could not follow his reasoning.",Aptitude,Fill in the Blanks
"Fill in the blank with the right form of the verb: By the time we reached the venue, the ceremony ______ already begun.",Aptitude,Fill in the Blanks
"Supply a suitable conjunction: He worked hard ______ he could not clear the cut-off.",Aptitude,Fill in the Blanks
"Fill in the blank: The company decided to ______ its operations to three more states this year.",Aptitude,Fill in the Blanks
"Complete the sentence appropriately: A good leader must be ______ enough to accept criticism.",Aptitude,Fill in the Blanks
"Fill in both the blanks suitably: The report was ______ detailed ______ difficult to summarise.",Aptitude,Fill in the Blanks
"Choose the right article to complete the sentence: He is ______ honest officer respected by all.",Aptitude,Fill in the Blanks
"Find the part of the sentence containing an error: One of my friend / is going / to Canada / next month.",Aptitude,Error Detection
"Spot the error in the sentence: The teacher said / that honesty / is the best / policy.",Aptitude,Error Detection
"Identify the erroneous segment: He has been / living in this city / since ten years / without any complaint.",Aptitude,Error Detection
"Locate the error in the sentence: The number of / accidents on this road / have increased / considerably.",Aptitude,Error Detection
"Detect the mistake: Neither the manager / nor his assistants / was present / at the meeting.",Aptitude,Error Detection
"Which part of the sentence contains an error: If he would have / prepared well, / he would have / cleared the test.",Aptitude,Error Detection
"Point out the error: She is more / intelligent than / any girl / in her class.",Aptitude,Error Detection
"Find the incorrect part: The committee / have decided / to postpone / the annual function.",Aptitude,Error Detection
"Spot the grammatical error: I look forward / to meet you / at the seminar / next week.",Aptitude,Error Detection
"Identify the error segment: Each of the students / were given / a certificate / of participation.",Aptitude,Error Detection
"Detect the error in the following sentence: He discussed about / the project / with his / team members.",Aptitude,Error Detection
"Find the faulty part: Hardly I had / reached the airport / when the flight / was announced.",Aptitude,Error Detection
"Convert the sentence into indirect speech: He said, 'I am preparing for the placement drive.'",Aptitude,Grammar
"Change the voice of the sentence: The committee has approved the new proposal.",Aptitude,Grammar
"Transform the following into a complex sentence: He was tired, so he went to bed early.",Aptitude,Grammar
"Change the following into the passive voice: Someone has stolen my bicycle.",Aptitude,Grammar
"Convert into reported speech: The interviewer asked, 'Why do you want to join our company?'",Aptitude,Grammar
"Identify the tense used in the sentence: She had been waiting for the results for two weeks.",Aptitude,Grammar
"Rewrite using the superlative degree: No other student in the class is as diligent as Ramya.",Aptitude,Grammar
"Supply the correct form of the verb: If he ______ harder, he would have secured the job.",Aptitude,Grammar
"Change the narration of the sentence: She said to me, 'Please submit the documents by Friday.'",Aptitude,Grammar
"Frame a suitable question tag for the sentence: He rarely attends the weekly review meetings.",Aptitude,Grammar
"Rewrite the sentence using the correct preposition: He is not interested ______ pursuing higher studies.",Aptitude,Grammar
"Join the two sentences using a suitable connector: The presentation was long. It held everyone's attention.",Aptitude,Grammar
"Identify the part of speech of the word 'fast' in the sentence: He completed the task fast.",Aptitude,Grammar
"Change the sentence into the negative form without altering its meaning: As soon as the bell rang, the students left.",Aptitude,Grammar
