question,domain,topic
"Suresh ranked 18th from the top among the students who passed an examination. If 25 students failed out of 60 candidates, find his rank from the bottom.",Aptitude,Ranking
"Five friends compare their weights; P is heavier than Q, R is lighter than S but heavier than P, and S is lighter than T. Who is the heaviest?",Aptitude,Ranking
"In a row of 30 children Anu is 8th from the right. If she shifts four places towards the left, what becomes her position from the left end?",Aptitude,Ranking
"Ravi is 10 ranks ahead of Manoj in a class of 50 students. If Manoj is 30th from the top, find Ravi's rank from the bottom.",Aptitude,Ranking
"Four books are stacked one above another; the physics book lies immediately above the chemistry book and below the maths book, while biology is above maths. Which book lies at the bottom?",Aptitude,Ranking
All the students who attended the workshop received certificates. Vinay received a certificate. What can be logically deduced about Vinay?,Aptitude,Logical Deduction
"If every employee who works overtime is paid a bonus and Sneha was not paid a bonus, what conclusion can be drawn about Sneha?",Aptitude,Logical Deduction
"Given that no member of the committee is below 30 years of age and Arun is 26, deduce whether Arun can be a member.",Aptitude,Logical Deduction
Either the train is delayed or the passengers have already boarded. The passengers have not boarded. What logically follows?,Aptitude,Logical Deduction
In a company only graduates are eligible for promotion and all promoted staff receive a car allowance. What can be inferred about a person receiving a car allowance?,Aptitude,Logical Deduction
If it rains the match will be cancelled. The match was not cancelled. What can be concluded about the weather?,Aptitude,Logical Deduction
Some of the shortlisted candidates are engineers and all engineers in the list cleared the aptitude test. Deduce what must be true of the shortlisted engineers.,Aptitude,Logical Deduction
All the keys kept in the drawer open the main gate. The key in my pocket does not open the main gate. What can be concluded about that key?,Aptitude,Logical Deduction
Statement: The government has increased the subsidy on fertilisers. Conclusion: Farmers will benefit from the decision. Decide whether the conclusion follows.,Aptitude,Statement and Conclusion
Statement: Many passengers were stranded as the airline cancelled flights due to fog. Conclusion I: Fog affects flight operations. Conclusion II: Airlines never plan for bad weather. Which conclusion follows?,Aptitude,Statement and Conclusion
Statement: The company has decided to conduct training sessions for all new recruits. Conclusion: The new recruits lack the required skills. Examine whether this conclusion is valid.,Aptitude,Statement and Conclusion
Statement: Prices of vegetables have doubled in the city over the last month. Conclusion: Supply from the neighbouring districts has been disrupted. Does the conclusion follow?,Aptitude,Statement and Conclusion
Statement: A notice in the college requires students to carry identity cards at all times. Conclusion: Security on the campus is being tightened. Assess the conclusion.,Aptitude,Statement and Conclusion
Statement: The literacy rate in the state has risen sharply over the last decade. Conclusion I: Educational schemes have been effective. Conclusion II: The population has declined. Which conclusion follows?,Aptitude,Statement and Conclusion
Statement: Despite heavy investment the start-up shut down within two years. Conclusion: Investment alone does not guarantee business success. Is the conclusion justified?,Aptitude,Statement and Conclusion
Statement: The municipality has banned plastic carry bags in the market area. Conclusion: Shopkeepers will look for alternative packaging material. State whether the conclusion follows.,Aptitude,Statement and Conclusion
Statement: The bus fare has been revised upward after a gap of five years. Conclusion: The operating costs of the transport corporation have increased. Evaluate this conclusion.,Aptitude,Statement and Conclusion
Statement: Several employees applied for voluntary retirement this year. Conclusion I: The organisation is facing financial trouble. Conclusion II: The scheme was attractive. Which of these follows?,Aptitude,Statement and Conclusion
Statement: The college has advised students to reach the examination hall thirty minutes early. Assumption: Students will comply with the instruction. Is the assumption implicit?,Aptitude,Statement and Assumption
Statement: An advertisement claims guaranteed next-day delivery by a courier service. Assumption: People value speedy delivery. Determine whether the assumption is implicit.,Aptitude,Statement and Assumption
Statement: The government has launched an online portal for filing complaints. Assumption: Citizens have access to the internet. Decide whether this assumption is implicit.,Aptitude,Statement and Assumption
Statement: A company advertises a vacancy in a regional newspaper. Assumption: Suitable candidates read that newspaper. Is the assumption implied?,Aptitude,Statement and Assumption
Statement: The school has decided to hold classes in two shifts. Assumption: There is a shortage of classrooms in the school. Examine whether the assumption holds.,Aptitude,Statement and Assumption
Statement: A circular asks students to deposit fees before the tenth of the month to avoid a fine. Assumption: Students wish to avoid paying a fine. Is this assumption implicit?,Aptitude,Statement and Assumption
Statement: The hospital has installed a token system at the outpatient counter. Assumption: Patients were facing difficulty because of crowding. Assess whether the assumption is implicit.,Aptitude,Statement and Assumption
Statement: A bank has extended its working hours during the festival season. Assumption: Customer footfall increases during festivals. Decide if the assumption follows.,Aptitude,Statement and Assumption
What is the two-digit number? I. The sum of its digits is 9. II. The number is divisible by 9. Decide which statement is sufficient to answer.,Aptitude,Data Sufficiency
How many days will A take to complete the work alone? I. A and B together finish it in 8 days. II. B is twice as efficient as A. Determine the sufficiency of the statements.,Aptitude,Data Sufficiency
Find the age of the father. I. The ratio of the ages of the father and the son is 5 : 2. II. The son is 14 years old. Which statements are required?,Aptitude,Data Sufficiency
What is the speed of the train? I. It crosses a pole in 12 seconds. II. The train is 240 m long. Judge whether the given data is sufficient.,Aptitude,Data Sufficiency
Is x greater than y? I. x + 3 = y - 2. II. Both x and y are positive integers. State whether the statements answer the question.,Aptitude,Data Sufficiency
What is the cost price of the article? I. It was sold at a profit of 20%. II. The selling price was Rs. 720. Which statement or statements suffice?,Aptitude,Data Sufficiency
In which year was Ramesh born? I. He is 6 years older than his sister. II. His sister was born in 1998. Assess the data sufficiency.,Aptitude,Data Sufficiency
What is the area of the rectangular plot? I. Its perimeter is 80 m. II. Its length is twice its breadth. Decide whether the given data suffices.,Aptitude,Data Sufficiency
Who among the five friends scored the highest? I. P scored more than Q and R. II. S scored more than P but less than T. Determine the sufficiency of the data.,Aptitude,Data Sufficiency
How much simple interest will be earned on the deposit? I. The rate of interest is 9% per annum. II. The amount was invested for 3 years. Judge whether the question can be answered.,Aptitude,Data Sufficiency
"Five friends live on different floors of a five-storey building. Using the given clues about who lives above whom, identify the person on the topmost floor.",Aptitude,Puzzles
"Six boxes of different colours are stacked one above the other. From the given conditions about their positions, determine which box lies immediately above the red box.",Aptitude,Puzzles
"Four persons born in different years pursue different professions. From the clues provided, work out who among them is the oldest.",Aptitude,Puzzles
"Seven employees visit the office on different days of a week. Based on the given information, find the day on which the manager visits.",Aptitude,Puzzles
"A person must cross a river with a wolf, a goat and a cabbage in a boat that carries only one item at a time. Describe the minimum number of trips required.",Aptitude,Puzzles
"Three friends buy different gadgets from different shops on different days. From the given clues, identify the gadget purchased on Wednesday.",Aptitude,Puzzles
Five candidates are interviewed in five different time slots. Determine the slot allotted to the candidate interviewed immediately after the candidate from Delhi.,Aptitude,Puzzles
A man has to measure exactly 4 litres of water using only a 3-litre jar and a 5-litre jar. Explain the sequence of steps required.,Aptitude,Puzzles
"Eight members of a family belonging to three generations are related in a certain manner. Using the clues given, establish how the youngest member is related to the eldest.",Aptitude,Puzzles
"Six students appear for examinations in different subjects in different months. From the given conditions, decide who appeared for the examination in March.",Aptitude,Puzzles
Correct the sentence: Neither of the two candidates were selected for the final round.,Aptitude,Sentence Correction
Rewrite the following correctly: He is one of those who always tries to help others.,Aptitude,Sentence Correction
Identify and correct the mistake: The manager along with his team members are attending the conference.,Aptitude,Sentence Correction
Correct the following sentence: She has been working here since five years.,Aptitude,Sentence Correction
Point out the error and rewrite: Each of the participants have submitted their reports.,Aptitude,Sentence Correction
Correct the usage in the sentence: I prefer coffee than tea in the morning.,Aptitude,Sentence Correction
Correct the sentence: Scarcely had I entered the hall than the lights went off.,Aptitude,Sentence Correction
Fix the grammatical error in the sentence: The teacher asked the students that why they were late.,Aptitude,Sentence Correction
Correct the sentence: He returned back from Delhi yesterday night.,Aptitude,Sentence Correction
"Rewrite the following sentence correctly: If I would have known about the meeting, I would have attended it.",Aptitude,Sentence Correction
Correct the error in the sentence: The quantity of applications received this year are higher than last year.,Aptitude,Sentence Correction
Improve the sentence grammatically: Both the brothers does not agree with each other.,Aptitude,Sentence Correction
Correct the sentence: She is senior than me by three years in this organisation.,Aptitude,Sentence Correction
Rewrite with the correct verb form: The list of items were placed on the table.,Aptitude,Sentence Correction
Improve the following sentence: The reason why he failed is because he did not prepare well.,Aptitude,Sentence Improvement
"Suggest a better construction for the sentence: In spite of he was ill, he attended the seminar.",Aptitude,Sentence Improvement
Improve the expression: The committee has finally arrived to a decision.,Aptitude,Sentence Improvement
Replace the incorrect phrase in the sentence: He was accused for stealing the documents.,Aptitude,Sentence Improvement
Improve the sentence: The candidate was asked to explain about his previous project.,Aptitude,Sentence Improvement
"Suggest an improvement for the sentence: Being a rainy day, the match was postponed.",Aptitude,Sentence Improvement
Improve the highlighted expression in the sentence: He is capable to handle difficult clients.,Aptitude,Sentence Improvement
Rephrase for clarity: The new policy will effect all employees from next month.,Aptitude,Sentence Improvement
Improve the following sentence: She told that she would join the company next week.,Aptitude,Sentence Improvement
Suggest a better form of the sentence: Not only he lost his wallet but also his passport.,Aptitude,Sentence Improvement
Improve the sentence: The meeting was postponed due to the reason of heavy rain.,Aptitude,Sentence Improvement
Rephrase appropriately: He insisted to pay the bill for everyone.,Aptitude,Sentence Improvement
Select the word nearest in meaning to the word ABATE.,Aptitude,Synonyms
Which word is a synonym of METICULOUS as used to describe an employee's work?,Aptitude,Synonyms
Find a word similar in meaning to BENEVOLENT as it appears in formal writing.,Aptitude,Synonyms
Give the closest synonym for the word CANDID.,Aptitude,Synonyms
State a word that conveys the same meaning as PRUDENT.,Aptitude,Synonyms
Identify a synonym for the word AMBIGUOUS in the context of a contract clause.,Aptitude,Synonyms
Which word carries the same meaning as TENACIOUS?,Aptitude,Synonyms
Provide a synonym for the word LUCID as used to describe an explanation.,Aptitude,Synonyms
Choose a word closest in meaning to OBSOLETE.,Aptitude,Synonyms
Find the synonym of the word PLAUSIBLE.,Aptitude,Synonyms
Which term best matches the meaning of the word FRUGAL?,Aptitude,Synonyms
Give a word similar in meaning to ALLEVIATE.,Aptitude,Synonyms
Select the word opposite in meaning to SCARCE.,Aptitude,Antonyms
What is the antonym of the word TRANSPARENT when used in a business context?,Aptitude,Antonyms
Find the word that is opposite in meaning to HUMBLE.,Aptitude,Antonyms
Give the antonym of the word EXPAND as used in an economic report.,Aptitude,Antonyms
Which word means the opposite of OPTIMISTIC?,Aptitude,Antonyms
Identify the antonym of the word TEMPORARY.,Aptitude,Antonyms
State a word opposite in meaning to GENEROUS.,Aptitude,Antonyms
Choose the antonym of the word CONDEMN.,Aptitude,Antonyms
Provide a word contrary in meaning to FEEBLE.,Aptitude,Antonyms
Find the opposite of the word ARTIFICIAL.,Aptitude,Antonyms
Give a word opposite in meaning to ACCELERATE.,Aptitude,Antonyms
What would be the antonym of the word VAGUE in a technical report?,Aptitude,Antonyms
Give the one-word substitute for a person who speaks several languages fluently.,Aptitude,Vocabulary
Which term describes a system of government run by officials and administrators?,Aptitude,Vocabulary
Provide a single word for the study of the origin and history of words.,Aptitude,Vocabulary
Which word denotes a speech delivered without any prior preparation?,Aptitude,Vocabulary
Use the word 'discreet' correctly in a sentence relating to workplace conversations.,Aptitude,Vocabulary
Distinguish between the usage of the words 'stationary' and 'stationery' with suitable examples.,Aptitude,Vocabulary
Give the one-word expression for a person who is unable to make up his mind quickly.,Aptitude,Vocabulary
Explain the meaning of the idiom 'to cut corners' as it would be used in a project review.,Aptitude,Vocabulary
What does the phrase 'a blessing in disguise' convey in everyday usage?,Aptitude,Vocabulary
Supply an appropriate word for a decision that cannot be changed or reversed.,Aptitude,Vocabulary
Rearrange the following sentences into a coherent paragraph: (A) The results surprised everyone. (B) A survey was conducted last year. (C) It covered ten thousand households. (D) The findings were published recently.,Aptitude,Para Jumbles
Arrange the given sentences in a logical sequence to form a meaningful passage on the growth of e-commerce in small towns.,Aptitude,Para Jumbles
The following four sentences describe the working of a recruitment drive. Put them in the correct order.,Aptitude,Para Jumbles
Reorder the given sentences so that the paragraph on climate change reads logically.,Aptitude,Para Jumbles
Identify the sentence that should come first when the given jumbled statements on time management are rearranged.,Aptitude,Para Jumbles
Which sentence will occupy the last position when the given set of statements on interview preparation is arranged properly?,Aptitude,Para Jumbles
Rearrange the jumbled sentences describing the life cycle of a start-up into a coherent paragraph.,Aptitude,Para Jumbles
Put the following statements about the invention of the printing press into a meaningful sequence.,Aptitude,Para Jumbles
The six sentences given below form a passage on urban migration when arranged correctly. Determine the correct order.,Aptitude,Para Jumbles
"From the jumbled sentences on the importance of soft skills, find the pair of sentences that must appear together.",Aptitude,Para Jumbles
Arrange the following instructions for filling an application form in the proper sequence.,Aptitude,Para Jumbles
Sequence the given sentences describing a scientific experiment so that the paragraph becomes logically connected.,Aptitude,Para Jumbles
Read the passage on renewable energy adoption in rural India and state the author's main argument.,Aptitude,Reading Comprehension
"Based on the given passage about workplace automation, explain what the writer fears most.",Aptitude,Reading Comprehension
The passage discusses the decline of traditional handicrafts. Identify the reason cited by the author for this decline.,Aptitude,Reading Comprehension
"After reading the passage on urban air pollution, determine which measure the author considers most effective.",Aptitude,Reading Comprehension
"In the given comprehension passage about online learning, what tone does the writer adopt towards technology?",Aptitude,Reading Comprehension
Read the extract about the Indian monsoon and infer its impact on agricultural planning.,Aptitude,Reading Comprehension
The passage describes the history of the postal system. Deduce what the author implies about modern communication.,Aptitude,Reading Comprehension
"From the given passage on employee motivation, identify the meaning of the word 'incentive' as used in the third paragraph.",Aptitude,Reading Comprehension
Read the passage about a tiger conservation project and state which conclusion is best supported by it.,Aptitude,Reading Comprehension
"According to the passage on financial literacy, what is the primary obstacle faced by first-time investors?",Aptitude,Reading Comprehension
The given passage compares two economic models. Summarise the distinction the author draws between them.,Aptitude,Reading Comprehension
"Based on the comprehension passage about space exploration, suggest an appropriate title for the passage.",Aptitude,Reading Comprehension
Fill in the blank: The manager was not ______ with the quality of the report submitted by the intern.,Aptitude,Fill in the Blanks
Complete the sentence with a suitable word: The new policy will come ______ effect from the first of April.,Aptitude,Fill in the Blanks
Choose an appropriate word to complete the sentence: Despite repeated reminders he failed to ______ the assignment on time.,Aptitude,Fill in the Blanks
Fill in the blanks with suitable prepositions: She has been working ______ this project ______ March.,Aptitude,Fill in the Blanks
Insert the correct word: The two departments must ______ closely to meet the deadline.,Aptitude,Fill in the Blanks
Complete the following sentence: The candidate's answers were so ______ that the panel could not follow his reasoning.,Aptitude,Fill in the Blanks
"Fill in the blank with the right form of the verb: By the time we reached the venue, the ceremony ______ already begun.",Aptitude,Fill in the Blanks
Supply a suitable conjunction: He worked hard ______ he could not clear the cut-off.,Aptitude,Fill in the Blanks
Fill in the blank: The company decided to ______ its operations to three more states this year.,Aptitude,Fill in the Blanks
Complete the sentence appropriately: A good leader must be ______ enough to accept criticism.,Aptitude,Fill in the Blanks
Fill in both the blanks suitably: The report was ______ detailed ______ difficult to summarise.,Aptitude,Fill in the Blanks
Choose the right article to complete the sentence: He is ______ honest officer respected by all.,Aptitude,Fill in the Blanks
Find the part of the sentence containing an error: One of my friend / is going / to Canada / next month.,Aptitude,Error Detection
Spot the error in the sentence: The teacher said / that honesty / is the best / policy.,Aptitude,Error Detection
Identify the erroneous segment: He has been / living in this city / since ten years / without any complaint.,Aptitude,Error Detection
Locate the error in the sentence: The number of / accidents on this road / have increased / considerably.,Aptitude,Error Detection
Detect the mistake: Neither the manager / nor his assistants / was present / at the meeting.,Aptitude,Error Detection
"Which part of the sentence contains an error: If he would have / prepared well, / he would have / cleared the test.",Aptitude,Error Detection
Point out the error: She is more / intelligent than / any girl / in her class.,Aptitude,Error Detection
Find the incorrect part: The committee / have decided / to postpone / the annual function.,Aptitude,Error Detection
Spot the grammatical error: I look forward / to meet you / at the seminar / next week.,Aptitude,Error Detection
Identify the error segment: Each of the students / were given / a certificate / of participation.,Aptitude,Error Detection
Detect the error in the following sentence: He discussed about / the project / with his / team members.,Aptitude,Error Detection
Find the faulty part: Hardly I had / reached the airport / when the flight / was announced.,Aptitude,Error Detection
"Convert the sentence into indirect speech: He said, 'I am preparing for the placement drive.'",Aptitude,Grammar
Change the voice of the sentence: The committee has approved the new proposal.,Aptitude,Grammar
"Transform the following into a complex sentence: He was tired, so he went to bed early.",Aptitude,Grammar
Change the following into the passive voice: Someone has stolen my bicycle.,Aptitude,Grammar
"Convert into reported speech: The interviewer asked, 'Why do you want to join our company?'",Aptitude,Grammar
Identify the tense used in the sentence: She had been waiting for the results for two weeks.,Aptitude,Grammar
Rewrite using the superlative degree: No other student in the class is as diligent as Ramya.,Aptitude,Grammar
"Supply the correct form of the verb: If he ______ harder, he would have secured the job.",Aptitude,Grammar
"Change the narration of the sentence: She said to me, 'Please submit the documents by Friday.'",Aptitude,Grammar
Frame a suitable question tag for the sentence: He rarely attends the weekly review meetings.,Aptitude,Grammar
Rewrite the sentence using the correct preposition: He is not interested ______ pursuing higher studies.,Aptitude,Grammar
Join the two sentences using a suitable connector: The presentation was long. It held everyone's attention.,Aptitude,Grammar
Identify the part of speech of the word 'fast' in the sentence: He completed the task fast.,Aptitude,Grammar
"Change the sentence into the negative form without altering its meaning: As soon as the bell rang, the students left.",Aptitude,Grammar
"What is the output of the following Java code?

int x = 5;
int y = x++ + ++x;
System.out.println(y);",Coding,Java
Write a Java program to check whether a given number is an Armstrong number.,Coding,Java
"In the following Java snippet, what will be printed?

String s = ""Hello"";
s.concat("" World"");
System.out.println(s);",Coding,Java
"Identify the bug in this Java code that is supposed to swap two integers without a temporary variable:

a = a + b;
b = a - b;
a = a - b;",Coding,Java
Write a Java method that returns the factorial of a number using recursion.,Coding,Java
"What will this Java code print, and why?

Integer a = 127;
Integer b = 127;
System.out.println(a == b);",Coding,Java
"Explain what happens if you try to modify an element of an array declared as final in Java, and write code demonstrating it.",Coding,Java
"What is the output of the following code involving Java's integer division?

System.out.println(7 / 2);
System.out.println(7.0 / 2);",Coding,Java
Write a Java program to count the number of vowels in a given string.,Coding,Java
"Given this Java code snippet using a StringBuilder, predict the final value of sb:

StringBuilder sb = new StringBuilder(""abc"");
sb.reverse();
sb.append(""xyz"");",Coding,Java
Write a Java program that reads an integer array and prints the second largest element.,Coding,Java
"What gets printed by the following Java code that catches a division-by-zero exception?

try {
    int x = 5 / 0;
} catch (Exception e) {
    System.out.println(""Error"");
} finally {
    System.out.println(""Done"");
}",Coding,Java
Write a Java program to check if a string is a palindrome ignoring case and spaces.,Coding,Java
"Predict the output:

int[] arr = {1, 2, 3};
for (int i : arr) {
    i = i * 2;
}
System.out.println(arr[0]);",Coding,Java
Write a Java method to merge two sorted integer arrays into one sorted array.,Coding,Java
"What is the output of this switch statement with fall-through?

int day = 2;
switch(day) {
    case 1: System.out.print(""A"");
    case 2: System.out.print(""B"");
    case 3: System.out.print(""C"");
        break;
    default: System.out.print(""D"");
}",Coding,Java
Write a Java program to find all pairs of numbers in an array whose sum equals a given target.,Coding,Java
"Identify why the following Java code fails to compile:

public void printValue() {
    int x;
    System.out.println(x);
}",Coding,Java
Write a Java program that reverses the letters of each word in a sentence while keeping the word order intact.,Coding,Java
"What is the output of the following code involving the string pool and the new keyword?

String a = ""test"";
String b = new String(""test"");
System.out.println(a == b);",Coding,Java
Write a Java program to remove duplicate elements from an ArrayList while preserving order.,Coding,Java
"Predict the output of this nested loop with a labeled break:

outer:
for (int i = 0; i < 3; i++) {
    for (int j = 0; j < 3; j++) {
        if (j == 1) break outer;
        System.out.print("""" + i + j);
    }
}",Coding,Java
Write a Java program to convert a given number into its equivalent Roman numeral.,Coding,Java
"What will be printed by the following code that causes integer overflow?

int max = Integer.MAX_VALUE;
System.out.println(max + 1);",Coding,Java
"Write a Java program to implement a simple stack using an array, supporting push and pop operations.",Coding,Java
"What is the output of the following Python code?

x = [1, 2, 3]
y = x
y.append(4)
print(x)",Coding,Python
Write a Python function to check if a given number is a perfect number.,Coding,Python
"Predict the output of this Python list comprehension:

print([i for i in range(10) if i % 3 == 0])",Coding,Python
Write a Python program to find the longest word in a sentence.,Coding,Python
"What will this code print, and why?

def func(a, b=[]):
    b.append(a)
    return b
print(func(1))
print(func(2))",Coding,Python
Write a Python function that flattens a nested list of arbitrary depth.,Coding,Python
"Identify the bug in this Python code meant to compute the sum of squares from 1 to n:

def sum_of_squares(n):
    total = 0
    for i in range(n):
        total += i * i
    return total",Coding,Python
"What is the output of the following code involving Python string slicing?

s = ""placement""
print(s[::-1])
print(s[2:5])",Coding,Python
Write a Python program to count the frequency of each character in a string using a dictionary.,Coding,Python
"Predict the output:

print(0.1 + 0.2 == 0.3)",Coding,Python
Write a Python function to check whether two strings are anagrams of each other.,Coding,Python
"What is the output of the following code with a generator expression consumed twice?

squares = (x*x for x in range(5))
print(list(squares))
print(list(squares))",Coding,Python
Write a Python program to implement a queue using two stacks.,Coding,Python
"Predict the output of the following code using *args and **kwargs:

def f(*args, **kwargs):
    print(len(args), len(kwargs))
f(1, 2, 3, a=4, b=5)",Coding,Python
Write a Python program to find the missing number in a list containing n-1 distinct numbers from 1 to n.,Coding,Python
"What will be printed by this code involving Python's is versus ==?

a = [1, 2, 3]
b = [1, 2, 3]
print(a == b)
print(a is b)",Coding,Python
Write a Python function to convert a decimal number into its binary representation without using the built-in bin() function.,Coding,Python
"Debug this Python code intended to remove all vowels from a string:

def remove_vowels(s):
    for ch in s:
        if ch in ""aeiou"":
            s = s.replace(ch, """")
    return s",Coding,Python
Write a Python program to find the intersection of two lists without using the set() function.,Coding,Python
"Predict the output of the following code involving exception handling with else and finally:

try:
    x = 10 / 2
except ZeroDivisionError:
    print(""Error"")
else:
    print(""No error"")
finally:
    print(""Done"")",Coding,Python
Write a Python program to implement a simple LRU cache using an OrderedDict.,Coding,Python
"What is the output of the following code involving a shallow copy of a nested list?

import copy
a = [[1, 2], [3, 4]]
b = copy.copy(a)
b[0][0] = 99
print(a[0][0])",Coding,Python
Write a Python function to check if a given string has balanced parentheses.,Coding,Python
"What will this lambda and map code output?

result = list(map(lambda x: x**2 if x % 2 == 0 else x, range(6)))
print(result)",Coding,Python
Write a Python program to sort a list of dictionaries by a specific key's value.,Coding,Python
"What is the output of the following C code?

int x = 5;
printf(""%d %d %d"", x, x++, ++x);",Coding,C
Write a C program to find the GCD of two numbers using recursion.,Coding,C
"Identify the bug in this C code meant to reverse an array in place:

void reverse(int arr[], int n) {
    for (int i = 0; i < n; i++) {
        int temp = arr[i];
        arr[i] = arr[n-i];
        arr[n-i] = temp;
    }
}",Coding,C
"What will the following pointer arithmetic code print?

int arr[] = {10, 20, 30, 40};
int *p = arr;
printf(""%d"", *(p + 2));",Coding,C
Write a C program to check whether a given string is a palindrome using pointers.,Coding,C
"Predict the output of the following code involving struct alignment and sizeof:

struct Point { int x; char c; };
printf(""%lu"", sizeof(struct Point));",Coding,C
Write a C program to implement a simple linked list and insert a node at the end.,Coding,C
"What is the output of this code, which passes an array to a function and prints its sizeof inside that function?

void printSize(int arr[]) {
    printf(""%lu"", sizeof(arr));
}
int main() {
    int arr[10];
    printSize(arr);
}",Coding,C
Write a C program to count the number of set bits in an integer using bitwise operators.,Coding,C
"Debug the following C code that is supposed to allocate memory for a 5-element integer array dynamically:

int *arr = malloc(5);
for (int i = 0; i < 5; i++) arr[i] = i;",Coding,C
"What will this C code involving a static local variable print across multiple calls?

void counter() {
    static int count = 0;
    count++;
    printf(""%d "", count);
}
int main() {
    counter(); counter(); counter();
}",Coding,C
Write a C program to find the second smallest element in an array without sorting it.,Coding,C
"Predict the output of the following code with the comma operator:

int x = (1, 2, 3);
printf(""%d"", x);",Coding,C
Write a C program to implement matrix multiplication for two 2D arrays.,Coding,C
"What is wrong with this C code that tries to return a pointer to a local variable?

int* getValue() {
    int x = 10;
    return &x;
}",Coding,C
Write a C program to check if a given number is prime using an efficient method that only checks up to its square root.,Coding,C
"What will the following macro expansion code output?

#define SQUARE(x) x*x
printf(""%d"", SQUARE(2+3));",Coding,C
Write a C program to implement a function that swaps two numbers using pointers.,Coding,C
"Predict the output of this code involving character arithmetic:

char c = 'A';
printf(""%c"", c + 2);",Coding,C
Write a C program to find the frequency of each word in a sentence.,Coding,C
"Debug the following code meant to copy one string into another using a custom function:

void mystrcpy(char *dest, char *src) {
    while (*src) {
        dest = src;
        src++;
    }
}",Coding,C
Write a C program to convert a binary number into its decimal equivalent without using the pow() function.,Coding,C
"What is the output of the following code involving operator precedence with the ternary operator?

int a = 5, b = 2, c;
c = a > b ? a++ : ++b;
printf(""%d %d %d"", a, b, c);",Coding,C
Write a C program to find the transpose of a matrix.,Coding,C
"Predict the output of this code with a do-while loop and a break condition:

int i = 0;
do {
    if (i == 3) break;
    printf(""%d"", i);
    i++;
} while (i < 5);",Coding,C
"What is the output of the following C++ code involving references?

int x = 10;
int &y = x;
y = 20;
cout << x;",Coding,C++
Write a C++ program to implement a function that overloads the + operator for a Complex number class.,Coding,C++
"Predict the output of this C++ code involving default arguments:

void show(int a, int b = 10) { cout << a + b; }
int main() { show(5); }",Coding,C++
Write a C++ program using an STL vector to remove all duplicate elements from a list of integers.,Coding,C++
"What is wrong with this C++ code that attempts to delete a dynamically allocated array?

int* arr = new int[10];
delete arr;",Coding,C++
Write a C++ program to implement a stack using the STL and check for balanced brackets in an expression.,Coding,C++
"Predict the output of the following code involving copy constructors:

class A {
public:
    A() { cout << ""default ""; }
    A(const A &a) { cout << ""copy ""; }
};
A a1;
A a2 = a1;",Coding,C++
Write a C++ program to sort a vector of pairs based on the second element of each pair.,Coding,C++
"What will this code involving const correctness output or fail to compile?

void display(const int &x) {
    x++;
    cout << x;
}",Coding,C++
Write a C++ program to find the union and intersection of two arrays using STL sets.,Coding,C++
"Predict the output of the following code involving pointers to pointers:

int x = 5;
int *p = &x;
int **pp = &p;
cout << **pp;",Coding,C++
Write a C++ program to implement a template function that returns the maximum of two values of any comparable type.,Coding,C++
"What is the output of the following code with a static class member shared across instances?

class Counter {
public:
    static int count;
    Counter() { count++; }
};
int Counter::count = 0;
Counter c1, c2, c3;
cout << Counter::count;",Coding,C++
Write a C++ program to implement a function that detects whether a given linked list has a cycle.,Coding,C++
"Predict the output of the following code involving multiple catch blocks:

try {
    throw 3.14;
} catch (int e) {
    cout << ""int"";
} catch (double e) {
    cout << ""double"";
}",Coding,C++
Write a C++ program to implement a simple bank account class with deposit and withdraw functions that handles insufficient balance.,Coding,C++
"What will the following code involving an array of objects print?

class Point {
public:
    int x = 1;
};
Point arr[3];
cout << arr[1].x;",Coding,C++
Write a C++ program to find the number of distinct substrings of a given string using a set.,Coding,C++
"Predict the output of the following code involving bitwise operator precedence:

int a = 5, b = 3;
cout << (a & b) << "" "" << (a | b);",Coding,C++
Write a C++ program to implement quicksort on an array of integers.,Coding,C++
"What is the output of this code involving multiple inheritance and explicit scope resolution?

class A { public: void show() { cout << ""A""; } };
class B { public: void show() { cout << ""B""; } };
class C : public A, public B {};
C obj;
obj.A::show();",Coding,C++
Write a C++ program to implement a function that removes consecutive duplicate characters from a string.,Coding,C++
"Predict the output of the following code involving a function returning a reference:

int& getRef(int arr[], int i) { return arr[i]; }
int main() { int arr[3] = {1,2,3}; getRef(arr, 1) = 99; cout << arr[1]; }",Coding,C++
Write a C++ program to implement a min-heap using the STL priority_queue.,Coding,C++
"What will this code involving the this pointer and method chaining output?

class Box {
    int side;
public:
    Box& setSide(int s) { side = s; return *this; }
    int getSide() { return side; }
};
Box b;
cout << b.setSide(5).getSide();",Coding,C++
"What is the output of the following JavaScript code involving variable hoisting?

console.log(x);
var x = 5;",Coding,JavaScript
Write a JavaScript function to debounce a given function call.,Coding,JavaScript
"Predict the output of this code involving closures:

function outer() {
    let count = 0;
    return function() {
        count++;
        return count;
    };
}
const counter = outer();
console.log(counter());
console.log(counter());",Coding,JavaScript
Write a JavaScript function to deep clone a nested object without using JSON methods.,Coding,JavaScript
"What will the following code involving == versus === print?

console.log(0 == ""0"");
console.log(0 === ""0"");
console.log(null == undefined);",Coding,JavaScript
Write a JavaScript function to flatten a nested array to a specified depth.,Coding,JavaScript
"Predict the output of this code involving the event loop and setTimeout:

console.log(""A"");
setTimeout(() => console.log(""B""), 0);
console.log(""C"");",Coding,JavaScript
Write a JavaScript function to implement a simple Promise-based delay/sleep utility.,Coding,JavaScript
