question,domain,topic
"If A:B = 3:4 and B:C = 6:7, find A:B:C.",Aptitude,Ratio and Proportion
"A bag contains coins in the ratio 2:3:5 for Rs. 1, Rs. 2 and Rs. 5 coins respectively. If the total amount is Rs. 720, find the number of Rs. 5 coins.",Aptitude,Ratio and Proportion
"Divide Rs. 3600 among P, Q and R in the ratio 1/2 : 1/3 : 1/4.",Aptitude,Ratio and Proportion
"Read the given passage on renewable energy and answer: According to the passage, what is the main advantage of solar power over fossil fuels?",Aptitude,Reading Comprehension
"Based on the given passage about urban migration, identify the primary reason the author cites for people moving to cities.",Aptitude,Reading Comprehension
Read the given passage on climate change and answer: What solution does the author propose to reduce carbon emissions?,Aptitude,Reading Comprehension
Read the given passage about renewable energy sources and answer: What is identified as the main advantage of solar power according to the passage?,Aptitude,Reading Comprehension
"Based on the passage discussing urbanization, what does the author suggest as the primary cause of increasing traffic congestion in cities?",Aptitude,Reading Comprehension
"According to the passage on climate change, what long-term effect does the author predict for coastal regions?",Aptitude,Reading Comprehension
Read the passage about the history of the internet and answer: which invention does the author credit as the foundation of modern networking?,Aptitude,Reading Comprehension
"Based on the given passage about employee productivity, what factor does the author identify as most significant in improving workplace efficiency?",Aptitude,Reading Comprehension
"Based on the passage discussing remote work trends, what benefit does the author highlight most prominently?",Aptitude,Reading Comprehension
"According to the passage on artificial intelligence in healthcare, what limitation does the author mention regarding AI diagnosis?",Aptitude,Reading Comprehension
Read the passage about global trade and answer: what factor does the author cite as driving the shift in trade patterns?,Aptitude,Reading Comprehension
"Based on the passage about water conservation, what solution does the author propose for reducing household water usage?",Aptitude,Reading Comprehension
"Six friends A, B, C, D, E and F are sitting in a row facing north. B is to the immediate right of A, and D is at one of the ends. Determine a possible arrangement satisfying these conditions.",Aptitude,Seating Arrangement
"Five people are seated around a circular table facing the centre. P sits opposite Q, and R sits to the immediate left of P. Determine the position of S if S sits between Q and R.",Aptitude,Seating Arrangement
"In a row of 8 people, X is 3rd from the left and Y is 4th from the right. If there are 2 people between X and Y, find the total number of people in the row.",Aptitude,Seating Arrangement
"Eight people sit around a circular table. If M sits second to the right of N, and there are two people between N and O on the other side, describe a valid seating arrangement.",Aptitude,Seating Arrangement
"Six people A, B, C, D, E and F are sitting in a row facing north. B is immediately to the right of A, and D is at one of the ends. If C sits between D and E, describe one possible arrangement.",Aptitude,Seating Arrangement
"Five friends P, Q, R, S and T are sitting around a circular table facing the centre. If Q sits second to the right of P and S sits opposite T, find the position of R relative to P.",Aptitude,Seating Arrangement
"In a row of 8 students, if X is 3rd from the left and Y is 5th from the right, and there are 12 students in total between them, find the total number of students in the row.",Aptitude,Seating Arrangement
"Four people A, B, C and D are sitting in a row. A is not at either end, and C is to the immediate left of A. If B is at one end, determine the possible positions of D.",Aptitude,Seating Arrangement
"Eight people sit around a circular table facing the centre. If M sits third to the left of N and P sits immediately to the right of N, find the position of P relative to M.",Aptitude,Seating Arrangement
"Seven friends sit in a row facing north. If G is exactly in the middle and there are three people on each side, describe the possible arrangement given that F is second from the left end.",Aptitude,Seating Arrangement
"In a circular arrangement of 6 people facing the centre, if K sits opposite L and M sits between K and N, find the position of N relative to L.",Aptitude,Seating Arrangement
"In a row of 10 people, if A is 4th from the left and there are 3 people between A and B, find B's position from the right if the row has 10 people total.",Aptitude,Seating Arrangement
"Complete the sentence appropriately: 'Despite the heavy rain, the team decided to ___ the match.'",Aptitude,Sentence Completion
Fill in the blank to complete the sentence logically: 'The manager was so ___ that no one dared to question his decision.',Aptitude,Sentence Completion
"Complete the sentence: 'Despite the heavy rain, the match ___ as scheduled.'",Aptitude,Sentence Completion
Fill in the blank to complete the sentence logically: 'The company decided to expand its operations because ___.',Aptitude,Sentence Completion
Complete the sentence with the most appropriate word: 'Her presentation was so ___ that the audience remained engaged throughout.',Aptitude,Sentence Completion
Choose the best word to complete the sentence: 'The manager was ___ about the new policy and refused to make any exceptions.',Aptitude,Sentence Completion
"Complete the sentence logically: 'Although he studied hard, he ___ the exam.'",Aptitude,Sentence Completion
Complete the sentence appropriately: 'The company launched the new product early because ___.',Aptitude,Sentence Completion
"Fill in the blank with the most suitable phrase: 'Even though the traffic was heavy, they ___ on time.'",Aptitude,Sentence Completion
Choose the best word to complete the sentence: 'The lecture was so ___ that many students lost interest.',Aptitude,Sentence Completion
"Complete the sentence: 'Had she known about the traffic, she ___ earlier.'",Aptitude,Sentence Completion
Fill in the blank appropriately: 'The manager insisted that everyone ___ present at the meeting.',Aptitude,Sentence Completion
Improve the underlined part of the sentence: 'He is one of the student who scored full marks.',Aptitude,Sentence Improvement
"Choose the best way to rewrite the sentence: 'Being a rainy day, we cancelled the picnic.'",Aptitude,Sentence Improvement
Improve the following sentence by choosing the best replacement for the underlined part: 'He is one of the most talented player in the team.',Aptitude,Sentence Improvement
"Identify the best way to rewrite the sentence: 'Being a rainy day, we cancelled the picnic.'",Aptitude,Sentence Improvement
Choose the best alternative to improve the sentence: 'The reason he failed is because he did not prepare well.',Aptitude,Sentence Improvement
Improve the sentence: 'She is more taller than her sister.',Aptitude,Sentence Improvement
Select the correct improvement for the sentence: 'He said that he is going to the market.',Aptitude,Sentence Improvement
Improve the sentence: 'The reason for his absence was due to illness.',Aptitude,Sentence Improvement
"Choose the best way to rewrite the sentence: 'Walking down the street, the bus was seen by him.'",Aptitude,Sentence Improvement
Select the correct improvement for the sentence: 'Not only he is intelligent but also hardworking.',Aptitude,Sentence Improvement
Improve the underlined portion of the sentence: 'The number of accidents have increased this year.',Aptitude,Sentence Improvement
Choose the best replacement for the underlined phrase: 'He is suffering from fever since two days.',Aptitude,Sentence Improvement
Find the simple interest on Rs. 8000 at 9% per annum for 3 years.,Aptitude,Simple Interest
In how many years will a sum of money double itself at a simple interest rate of 8% per annum?,Aptitude,Simple Interest
A sum of Rs. 5000 amounts to Rs. 6200 in 4 years at simple interest. Find the rate of interest per annum.,Aptitude,Simple Interest
Find the principal amount that yields a simple interest of Rs. 1200 in 3 years at an interest rate of 8% per annum.,Aptitude,Simple Interest
Find the simple interest on Rs. 12500 at 6% per annum for 4 years.,Aptitude,Simple Interest
A sum of money triples itself in 20 years at simple interest. Find the rate of interest per annum.,Aptitude,Simple Interest
At what rate of simple interest will a sum become double in 12 years?,Aptitude,Simple Interest
A sum of Rs. 7500 amounts to Rs. 9150 in 3 years at simple interest. Find the annual rate of interest.,Aptitude,Simple Interest
Find the principal that earns a simple interest of Rs. 900 in 5 years at 6% per annum.,Aptitude,Simple Interest
A sum of Rs. 4000 is lent at simple interest for 2 years at 5% per annum and Rs. 6000 at 8% for the same period. Find the total interest earned.,Aptitude,Simple Interest
The simple interest on a sum for 3 years at 10% per annum is Rs. 1500 less than the sum. Find the sum.,Aptitude,Simple Interest
A man invests Rs. 15000 at simple interest for 2.5 years and receives Rs. 3750 as interest. Find the rate of interest.,Aptitude,Simple Interest
Statement: 'The company has decided to work from home permanently.' Assumption: Employees prefer working from home. Is this assumption implicit in the statement?,Aptitude,Statement and Assumptions
Statement: 'Please switch off the lights when leaving the room.' Assumption: People sometimes forget to switch off lights. Evaluate whether this assumption is implicit.,Aptitude,Statement and Assumptions
Statement: 'The library will remain closed on public holidays.' Assumption: Some visitors may be unaware of public holidays. Determine whether this assumption is implicit in the statement.,Aptitude,Statement and Assumptions
Statement: 'The government has announced free medical checkups for senior citizens.' Assumption: Senior citizens will avail this facility. Is the assumption implicit in the statement?,Aptitude,Statement and Assumptions
Statement: 'Please switch off the lights when not in use to save electricity.' Assumption: People are currently leaving lights on unnecessarily. Is this assumption valid?,Aptitude,Statement and Assumptions
Statement: 'The company has introduced a new training program for employees.' Assumption: Employees need training to improve their skills. Is this assumption implicit?,Aptitude,Statement and Assumptions
Statement: 'Visitors are requested to maintain silence in the library.' Assumption: Some visitors may talk loudly in the library. Is this assumption implicit in the statement?,Aptitude,Statement and Assumptions
Statement: 'The school has made wearing helmets compulsory for students riding bicycles.' Assumption: Some students were not wearing helmets earlier. Is this assumption valid?,Aptitude,Statement and Assumptions
Statement: 'Customers are advised to keep their purchase receipts for future reference.' Assumption: Some customers may need to return or exchange products later. Is this assumption implicit?,Aptitude,Statement and Assumptions
Statement: 'The airline has increased the baggage allowance for economy class passengers.' Assumption: Passengers previously found the baggage allowance insufficient. Is this assumption valid?,Aptitude,Statement and Assumptions
Statement: 'All employees must complete the online security training by the end of the month.' Assumption: Some employees have not yet completed the training. Is this assumption implicit?,Aptitude,Statement and Assumptions
Statement: 'The park authority has installed additional dustbins around the premises.' Assumption: Littering was a problem in the park earlier. Is this assumption valid?,Aptitude,Statement and Assumptions
All pens are pencils. Some pencils are erasers. Does it follow that some pens are erasers?,Aptitude,Syllogism
Statement: All cats are animals. No animal is a plant. Conclusion: No cat is a plant. Is this conclusion valid?,Aptitude,Syllogism
All roses are flowers. Some flowers fade quickly. Can we conclude that some roses fade quickly?,Aptitude,Syllogism
Statement: Some doctors are teachers. All teachers are readers. Conclusion: Some doctors are readers. Is this conclusion logically valid?,Aptitude,Syllogism
Statement: All cats are dogs. All dogs are cows. Conclusion: All cats are cows. Is this conclusion valid?,Aptitude,Syllogism
Statement: Some books are pens. All pens are chairs. Conclusion: Some books are chairs. Is this conclusion valid?,Aptitude,Syllogism
Statement: No mango is an apple. All apples are fruits. Conclusion: No mango is a fruit. Is this conclusion valid?,Aptitude,Syllogism
Statement: All students are hardworking. Some hardworking people are rich. Conclusion: Some students are rich. Is this conclusion valid?,Aptitude,Syllogism
Statement: All squares are rectangles. All rectangles are quadrilaterals. Conclusion: All squares are quadrilaterals. Is this conclusion valid?,Aptitude,Syllogism
Statement: All doctors are scientists. Some scientists are professors. Conclusion: Some doctors are professors. Is this conclusion valid?,Aptitude,Syllogism
Statement: No teachers are lazy. Some lazy people are students. Conclusion: No teachers are students. Is this conclusion valid?,Aptitude,Syllogism
Statement: All laptops are electronic devices. Some electronic devices are expensive. Conclusion: Some laptops are expensive. Is this conclusion valid?,Aptitude,Syllogism
A car travels 240 km in 4 hours. Find its average speed.,Aptitude,Time and Distance
Two trains start from stations 300 km apart and travel towards each other at speeds of 60 km/hr and 40 km/hr. After how much time will they meet?,Aptitude,Time and Distance
"A man walks at a speed of 5 km/hr and covers a certain distance in 3 hours. If he had walked at 6 km/hr, how much earlier would he have reached his destination?",Aptitude,Time and Distance
A boat travels 30 km downstream in 2 hours and returns upstream in 3 hours. Find the speed of the boat in still water.,Aptitude,Time and Distance
A train travels 360 km in 4 hours. Find its speed in km/hr.,Aptitude,Time and Distance
A car covers a distance of 450 km at a speed of 75 km/hr. Find the time taken to cover the distance.,Aptitude,Time and Distance
"Two towns are 300 km apart. A car starts from one town at 60 km/hr and another car starts from the second town at 40 km/hr, both moving towards each other. Find the time after which they will meet.",Aptitude,Time and Distance
"A man walks at a speed of 5 km/hr and reaches his office 10 minutes late. If he walks at 6 km/hr, he reaches 5 minutes early. Find the distance to his office.",Aptitude,Time and Distance
A boat travels 30 km downstream in 2 hours and 30 km upstream in 5 hours. Find the speed of the boat in still water and the speed of the stream.,Aptitude,Time and Distance
A person covers a certain distance at 40 km/hr and returns at 60 km/hr. Find his average speed for the whole journey.,Aptitude,Time and Distance
A cyclist covers a distance of 96 km in 6 hours partly on foot at 4 km/hr and partly on bicycle at 16 km/hr. Find the distance covered on foot.,Aptitude,Time and Distance
A can complete a piece of work in 12 days and B can complete the same work in 18 days. In how many days will they finish it together?,Aptitude,Time and Work
"A, B and C can complete a task in 10, 15 and 20 days respectively. How long will they take to complete it working together?",Aptitude,Time and Work
"A alone can finish a job in 20 days. After working for 5 days, he is joined by B who finishes the remaining work in 10 days. In how many days can B alone finish the whole job?",Aptitude,Time and Work
12 workers can complete a wall in 15 days. How many workers are needed to complete the same wall in 10 days?,Aptitude,Time and Work
A can complete a piece of work in 12 days and B can complete it in 18 days. In how many days will they finish it together?,Aptitude,Time and Work
"A and B together can do a job in 10 days, while A alone can do it in 15 days. In how many days can B alone complete the job?",Aptitude,Time and Work
24 men can complete a work in 15 days. How many men are needed to complete the same work in 9 days?,Aptitude,Time and Work
A can do a piece of work in 20 days. He works for 4 days and then B finishes the remaining work in 24 days. In how many days can B alone finish the whole work?,Aptitude,Time and Work
"A, B and C can complete a task in 10, 15 and 30 days respectively. If they work together, in how many days will the task be completed?",Aptitude,Time and Work
"A pipe can fill a tank in 6 hours and another pipe can empty it in 9 hours. If both pipes are opened together, in how long will the tank be filled?",Aptitude,Time and Work
"12 women can complete a piece of work in 8 days, while 8 men can complete the same work in 6 days. Find the ratio of work done by one man to one woman.",Aptitude,Time and Work
A can finish a work in 18 days and B is 50% more efficient than A. In how many days can B alone finish the work?,Aptitude,Time and Work
Choose the word that is most nearly opposite in meaning to 'Benevolent'.,Aptitude,Vocabulary
Select the synonym of the word 'Meticulous'.,Aptitude,Vocabulary
Choose the correct meaning of the word 'Ephemeral'.,Aptitude,Vocabulary
Choose the word that best completes the analogy: 'Doctor is to Hospital as Teacher is to ___.',Aptitude,Vocabulary
Choose the word most similar in meaning to 'Meticulous'.,Aptitude,Vocabulary
Find the antonym of the word 'Benevolent'.,Aptitude,Vocabulary
Choose the correct synonym for the word 'Ephemeral'.,Aptitude,Vocabulary
Select the word that is opposite in meaning to 'Obsolete'.,Aptitude,Vocabulary
Choose the meaning closest to the word 'Ubiquitous'.,Aptitude,Vocabulary
Find the synonym of the word 'Candid'.,Aptitude,Vocabulary
Select the antonym of the word 'Frugal'.,Aptitude,Vocabulary
Write a program to check whether two given strings are anagrams of each other.,Coding,Anagrams
Write a program to group a list of strings into sets of anagrams.,Coding,Anagrams
Explain an efficient approach to check if two strings are anagrams without sorting them.,Coding,Anagrams
Explain how sorting can be used to check if two strings are anagrams.,Coding,Anagrams
Write a program to find all anagrams of a given pattern in a string.,Coding,Anagrams
Write a program to check whether a string can be rearranged into another string using character counts.,Coding,Anagrams
"Write a program to check whether one string can be formed by rearranging the characters of another, allowing repeated characters.",Coding,Anagrams
Write a program to find the minimum number of character deletions needed to make two strings anagrams of each other.,Coding,Anagrams
Explain how a frequency count array can be used to detect anagrams efficiently.,Coding,Anagrams
Write a program to find all substrings of a string that are anagrams of a given pattern.,Coding,Anagrams
Write a program to check if a given string is an anagram of a palindrome.,Coding,Anagrams
Explain the difference between an anagram and a permutation of a string.,Coding,Anagrams
Write a program to rotate an array to the left by k positions.,Coding,Array Rotation
Write a program to rotate an array to the right by k positions using an auxiliary array.,Coding,Array Rotation
Explain an in-place algorithm to rotate an array using the reversal technique.,Coding,Array Rotation
Write a program to rotate an array to the right by k positions using extra space.,Coding,Array Rotation
Explain how the reversal algorithm can be used to rotate an array in-place.,Coding,Array Rotation
Write a program to check if one array is a rotated version of another array.,Coding,Array Rotation
Write a program to find the minimum element in a rotated sorted array.,Coding,Array Rotation
Write a program to rotate an array using the block swap algorithm.,Coding,Array Rotation
Explain the time complexity of rotating an array using the juggling algorithm.,Coding,Array Rotation
Write a program to left rotate an array by one position multiple times.,Coding,Array Rotation
Explain how rotation of an array differs from simply reversing it.,Coding,Array Rotation
Write a program to find whether an array rotation results in the original sorted array.,Coding,Array Rotation
Write a program to find the maximum element in an array.,Coding,Arrays
Write a function to compute the sum of all elements in an array.,Coding,Arrays
Write a program to find the second largest element in an array without sorting it.,Coding,Arrays
"Given an array of integers, write a program to reverse the array in place.",Coding,Arrays
Write a program to find the missing number in an array containing n-1 distinct integers from 1 to n.,Coding,Arrays
Write a program to find the second largest element in an array.,Coding,Arrays
Write a program to find the sum of all elements in an array.,Coding,Arrays
Write a program to remove duplicate elements from an array.,Coding,Arrays
Write a program to find the missing number in an array containing numbers from 1 to n.,Coding,Arrays
Write a program to merge two sorted arrays into a single sorted array.,Coding,Arrays
Write a program to find the maximum subarray sum in an array of integers.,Coding,Arrays
Write a program to move all zeros in an array to the end while maintaining the order of other elements.,Coding,Arrays
Write a program to check whether a given number is prime.,Coding,Basic Algorithms
Write a program to find the greatest common divisor (GCD) of two numbers using the Euclidean algorithm.,Coding,Basic Algorithms
Write a program to check whether a given number is an Armstrong number.,Coding,Basic Algorithms
Write a program to convert a decimal number to its binary representation.,Coding,Basic Algorithms
Explain the time and space complexity of an algorithm with an example.,Coding,Basic Algorithms
Write an algorithm to find the greatest common divisor of two numbers using the Euclidean method.,Coding,Basic Algorithms
Explain the divide and conquer approach to algorithm design with an example.,Coding,Basic Algorithms
Write an algorithm to check whether a given number is a perfect number.,Coding,Basic Algorithms
Explain the difference between a greedy algorithm and a dynamic programming approach.,Coding,Basic Algorithms
Explain how the sieve of Eratosthenes algorithm is used to find all prime numbers up to n.,Coding,Basic Algorithms
Write an algorithm to check whether a given year is a leap year.,Coding,Basic Algorithms
Explain the concept of memoization and how it improves algorithm efficiency.,Coding,Basic Algorithms
What will be the output of the following C program that uses a for loop to print numbers from 1 to 5?,Coding,C Programming
Explain the difference between '==' and '=' operators in C with an example.,Coding,C Programming
Write a C program to swap two numbers without using a temporary variable.,Coding,C Programming
Explain the purpose of the 'static' keyword in C.,Coding,C Programming
Write a C program to swap two numbers without using a third variable.,Coding,C Programming
Explain the difference between call by value and call by reference in C.,Coding,C Programming
Write a C program to find the largest of three numbers using conditional statements.,Coding,C Programming
Explain the use of structures in C with an example.,Coding,C Programming
Write a C program to check whether a given number is prime.,Coding,C Programming
Explain the difference between malloc() and calloc() in C.,Coding,C Programming
Write a C program to implement a simple calculator using switch-case statements.,Coding,C Programming
"Explain the concept of storage classes in C, including 'auto', 'static', 'extern' and 'register'.",Coding,C Programming
Explain the difference between function overloading and function overriding in C++.,Coding,C++
Write a C++ program to demonstrate the use of a constructor and destructor in a class.,Coding,C++
What is the output of a C++ program that uses a virtual function to demonstrate runtime polymorphism?,Coding,C++
Explain the purpose of the 'this' pointer in C++.,Coding,C++
Explain the concept of constructors and destructors in C++.,Coding,C++
Write a C++ program to demonstrate function overloading.,Coding,C++
Explain the difference between a structure and a class in C++.,Coding,C++
Write a C++ program to implement a simple class with a member function.,Coding,C++
Explain the concept of virtual functions in C++ with an example.,Coding,C++
What is the difference between references and pointers in C++?,Coding,C++
Write a C++ program to demonstrate operator overloading for the '+' operator on a custom class.,Coding,C++
Explain the concept of templates in C++ and how they enable generic programming.,Coding,C++
Explain the difference between call by value and call by reference with an example.,Coding,Functions
Write a function that takes two integers and returns their sum without using global variables.,Coding,Functions
Explain what a recursive function is and how it differs from an iterative function.,Coding,Functions
Write a function to check whether a given year is a leap year.,Coding,Functions
Explain the difference between a function definition and a function declaration.,Coding,Functions
Write a program that uses a function to check whether a number is even or odd.,Coding,Functions
Explain the concept of recursion within functions with a simple example.,Coding,Functions
Write a program using a function with default parameter values.,Coding,Functions
Explain the difference between pass by value and pass by reference in functions.,Coding,Functions
Explain the concept of function overloading and where it is supported.,Coding,Functions
Write a program using a recursive function to compute the sum of digits of a number.,Coding,Functions
Explain the concept of a lambda function or anonymous function with an example.,Coding,Functions
Write a program to count the frequency of each element in an array using a hash map.,Coding,Hashing
Write a function to check whether an array contains any duplicate elements using hashing.,Coding,Hashing
Explain how collisions are handled in a hash table.,Coding,Hashing
Write a program to find two numbers in an array that add up to a given target using a hash map.,Coding,Hashing
Explain the concept of hashing and how a hash function works.,Coding,Hashing
What is a collision in hashing and how can it be resolved?,Coding,Hashing
Write a program to find whether an array contains any duplicate elements using hashing.,Coding,Hashing
Explain the difference between chaining and open addressing for collision resolution.,Coding,Hashing
Write a program to find the frequency of each element in an array using a hash map.,Coding,Hashing
"Write a program to find two numbers in an array that add up to a given target sum, using hashing.",Coding,Hashing
Write a program to implement a hash table with separate chaining for collision handling.,Coding,Hashing
Explain how a hash map is used to solve the problem of finding the longest consecutive sequence in an array.,Coding,Hashing
Explain the difference between an abstract class and an interface in Java.,Coding,Java
"Write a Java program to demonstrate exception handling using try, catch and finally blocks.",Coding,Java
What is the output of a Java program that demonstrates method overloading?,Coding,Java
Explain the concept of garbage collection in Java.,Coding,Java
Explain the concept of method overriding in Java with an example.,Coding,Java
Write a Java program to demonstrate the use of interfaces.,Coding,Java
Write a Java program to implement exception handling using try-catch blocks.,Coding,Java
What is the difference between '==' and '.equals()' when comparing strings in Java?,Coding,Java
Write a Java program to demonstrate multiple inheritance using interfaces.,Coding,Java
Explain the concept of the 'final' keyword in Java.,Coding,Java
Write a Java program to implement a simple linked list using a class.,Coding,Java
Explain the difference between checked and unchecked exceptions in Java.,Coding,Java
Write a program to insert a node at the end of a singly linked list.,Coding,Linked Lists
Write a program to reverse a singly linked list.,Coding,Linked Lists
Write a function to detect a cycle in a linked list.,Coding,Linked Lists
Write a program to find the middle element of a linked list in a single traversal.,Coding,Linked Lists
Write a program to detect a loop in a linked list.,Coding,Linked Lists
Write a program to find the middle element of a linked list.,Coding,Linked Lists
Explain the difference between a singly linked list and a circular linked list.,Coding,Linked Lists
Write a program to delete a node from a linked list given only a pointer to that node.,Coding,Linked Lists
Write a program to merge two sorted linked lists into one sorted linked list.,Coding,Linked Lists
Write a program to find the length of a linked list.,Coding,Linked Lists
Write a program to remove duplicate elements from an unsorted linked list.,Coding,Linked Lists
Explain how to convert a singly linked list into a doubly linked list.,Coding,Linked Lists
Predict the output of a program that uses a nested for loop to print a pattern of stars.,Coding,Loops
Explain the difference between a 'while' loop and a 'do-while' loop with an example.,Coding,Loops
Write a program to print all even numbers between 1 and 50 using a loop.,Coding,Loops
Explain when a 'break' statement and a 'continue' statement should be used inside a loop.,Coding,Loops
Write a program using a for loop to print the first n Fibonacci numbers.,Coding,Loops
Explain the difference between a while loop and a do-while loop with an example.,Coding,Loops
Write a program to print all prime numbers between 1 and 100 using nested loops.,Coding,Loops
Explain the use of the 'break' and 'continue' statements in loops with examples.,Coding,Loops
Write a program using a loop to reverse the digits of a number.,Coding,Loops
Write a program using nested loops to print a pyramid pattern of stars.,Coding,Loops
Explain the difference between a counter-controlled loop and a condition-controlled loop.,Coding,Loops
Write a program using a for loop to calculate the sum of the first n natural numbers.,Coding,Loops
Write a program to add two matrices of the same dimensions.,Coding,Matrix
Write a program to transpose a given matrix.,Coding,Matrix
Write a program to multiply two matrices.,Coding,Matrix
Write a program to check whether a given matrix is symmetric.,Coding,Matrix
Write a program to rotate a matrix by 90 degrees clockwise.,Coding,Matrix
Write a program to find the sum of the diagonal elements of a square matrix.,Coding,Matrix
Write a program to check whether two matrices are equal.,Coding,Matrix
Write a program to find the largest element in each row of a matrix.,Coding,Matrix
Write a program to search for an element in a row-wise and column-wise sorted matrix.,Coding,Matrix
Explain how a sparse matrix differs from a dense matrix and why it matters for storage.,Coding,Matrix
Write a program to print the boundary elements of a matrix.,Coding,Matrix
Write a program to find the sum of each column in a 2D matrix.,Coding,Matrix
Explain the four main pillars of object-oriented programming with examples.,Coding,OOP
Write a program to demonstrate inheritance between a base class and a derived class.,Coding,OOP
Explain the difference between compile-time polymorphism and runtime polymorphism.,Coding,OOP
Explain the concept of encapsulation with a real-world example.,Coding,OOP
Explain the four main principles of object-oriented programming.,Coding,OOP
What is the difference between encapsulation and abstraction in OOP?,Coding,OOP
Explain the concept of polymorphism with a real-world example.,Coding,OOP
What is inheritance in OOP and what are its different types?,Coding,OOP
Explain the difference between method overloading and method overriding.,Coding,OOP
Explain the concept of abstraction in OOP with a real-world example.,Coding,OOP
"What is a constructor, and how does it differ from a regular method?",Coding,OOP
Explain the concept of dynamic binding in object-oriented programming.,Coding,OOP
Write a program to check whether a given string is a palindrome.,Coding,Palindrome
Write a program to check whether a given number is a palindrome.,Coding,Palindrome
Write a program to find the longest palindromic substring in a given string.,Coding,Palindrome
"Write a program to check whether a given string is a palindrome, ignoring case and spaces.",Coding,Palindrome
Write a program to check if a linked list is a palindrome.,Coding,Palindrome
Explain an efficient approach to check whether a string can be rearranged to form a palindrome.,Coding,Palindrome
"Write a program to check whether a given sentence is a palindrome, ignoring punctuation and spaces.",Coding,Palindrome
Write a program to count the number of palindromic substrings in a given string.,Coding,Palindrome
Explain an approach to check whether a number is a palindrome without converting it to a string.,Coding,Palindrome
Write a program to find the shortest palindrome that can be formed by adding characters to the front of a string.,Coding,Palindrome
Write a program to check whether a given array is a palindrome.,Coding,Palindrome
Explain how dynamic programming can be used to find the longest palindromic subsequence.,Coding,Palindrome
Explain the concept of pointers in C with a simple example.,Coding,Pointers
Write a program to demonstrate pointer arithmetic on an integer array.,Coding,Pointers
Explain the difference between a null pointer and a dangling pointer.,Coding,Pointers
Write a program to swap two numbers using pointers.,Coding,Pointers
Explain the concept of a pointer with a simple example in C.,Coding,Pointers
Explain the concept of double pointers with an example.,Coding,Pointers
Write a program to demonstrate the use of a function pointer in C.,Coding,Pointers
Explain the concept of pointer to a pointer with an example.,Coding,Pointers
Write a program to dynamically allocate memory for an array using pointers.,Coding,Pointers
Explain the relationship between arrays and pointers in C.,Coding,Pointers
Write a program to implement a linked list using pointers and structures.,Coding,Pointers
Explain the risks of using uninitialized pointers in a program.,Coding,Pointers
Write pseudocode to find the largest of three numbers.,Coding,Pseudocode
Write pseudocode for a bubble sort algorithm.,Coding,Pseudocode
Write pseudocode to check whether a number is prime.,Coding,Pseudocode
Write pseudocode to reverse a given string.,Coding,Pseudocode
Write pseudocode to find the maximum element in an array.,Coding,Pseudocode
Write pseudocode to implement a bubble sort algorithm.,Coding,Pseudocode
Write pseudocode to reverse the elements of an array.,Coding,Pseudocode
Write pseudocode to calculate the factorial of a number using iteration.,Coding,Pseudocode
Write pseudocode to search for an element in a linked list.,Coding,Pseudocode
Write pseudocode to implement a binary search algorithm.,Coding,Pseudocode
Write pseudocode to merge two sorted arrays into a single sorted array.,Coding,Pseudocode
Write pseudocode for a linear search algorithm on an unsorted array.,Coding,Pseudocode
Write a Python program to find the factorial of a number using recursion.,Coding,Python
Explain the difference between a list and a tuple in Python.,Coding,Python
Write a Python program to count the occurrences of each word in a sentence using a dictionary.,Coding,Python
Explain the purpose of list comprehensions in Python with an example.,Coding,Python
Write a Python program to check whether a given number is an Armstrong number.,Coding,Python
Write a Python program to demonstrate the use of list comprehensions.,Coding,Python
Explain the concept of decorators in Python with an example.,Coding,Python
Write a Python program to read a file and count the number of words in it.,Coding,Python
Explain the difference between deep copy and shallow copy in Python.,Coding,Python
Explain the difference between a shallow copy and deep copy with a code example in Python.,Coding,Python
Write a Python program to implement a stack using a list.,Coding,Python
Explain the use of *args and **kwargs in Python functions.,Coding,Python
Write a program to implement a queue using an array.,Coding,Queue
Write a program to implement a circular queue.,Coding,Queue
Explain how a queue can be implemented using two stacks.,Coding,Queue
Write a function to check if a queue is empty before performing a dequeue operation.,Coding,Queue
Explain the First-In-First-Out (FIFO) principle used in a queue with an example.,Coding,Queue
Explain the difference between a simple queue and a circular queue.,Coding,Queue
Write a program to implement a queue using two stacks.,Coding,Queue
What is a priority queue and how does it differ from a normal queue?,Coding,Queue
Write a program to implement a deque (double-ended queue).,Coding,Queue
Write a program to reverse the elements of a queue.,Coding,Queue
Explain how a circular queue avoids the wastage of space seen in a linear queue.,Coding,Queue
Write a program to generate binary numbers from 1 to n using a queue.,Coding,Queue
Write a recursive function to compute the factorial of a number.,Coding,Recursion
Write a recursive function to generate the nth Fibonacci number.,Coding,Recursion
Write a recursive program to find the sum of digits of a number.,Coding,Recursion
Explain the concept of base case and recursive case with an example program.,Coding,Recursion
Write a recursive function to compute the greatest common divisor of two numbers.,Coding,Recursion
Write a recursive program to compute the factorial of a number.,Coding,Recursion
Write a recursive function to find the nth Fibonacci number.,Coding,Recursion
Explain the concept of base case and recursive case with an example.,Coding,Recursion
Write a recursive program to compute the greatest common divisor of two numbers.,Coding,Recursion
Write a recursive function to reverse a string.,Coding,Recursion
Explain the difference between recursion and iteration with an example.,Coding,Recursion
Write a program to implement binary search on a sorted array.,Coding,Searching
Write a function that performs linear search to find the index of a target element in an array.,Coding,Searching
